Account;Vendor Name;Document type;Reference;Document Date;Document currency;Amount in doc. curr.;Clearing Document;Document Number;Text;Document Header Text;Net due date;Payment block;Payment Method
200412;ALA NORTH AMERICA;KC;201002693;10/03/2018;USD;-123,00;;601006454;;FACTURE 03/10/2018;31/12/2018;;
200412;ALA NORTH AMERICA;KC;201002502;09/10/2018;USD;-79,80;;601006455;;;31/12/2018;;
200412;ALA NORTH AMERICA;KC;201003121;15/11/2018;USD;-14,50;;601006456;;;31/01/2019;;
200412;ALA NORTH AMERICA;KC;201002726;12/10/2018;USD;-34,24;;601006457;;;31/12/2018;;
200412;ALA NORTH AMERICA;KC;201001572;01/06/2018;USD;-14,04;;601006792;;;31/07/2018;;
200412;ALA NORTH AMERICA;KC;201003345;14/12/2018;USD;-2 560,75;;601006793;;;28/02/2019;;
200412;ALA NORTH AMERICA;KC;201001162;23/04/2018;USD;-69,20;;601006794;;;30/06/2018;;
200412;ALA NORTH AMERICA;KC;201002173;31/07/2018;USD;-701,15;;601006800;;;30/09/2018;;
200412;ALA NORTH AMERICA;KC;201000695;27/03/2019;USD;-92,55;;601011506;;;26/05/2019;;
200412;ALA NORTH AMERICA;KC;201000943;24/04/2019;USD;-346,50;;601011886;;;30/06/2019;;
200413;ATELIERS de la HAUTE-Garonne s.a;KA;634324-A;08/03/2019;EUR;-5 424,12;;601011205;;P1/2;15/05/2019;;
200413;ATELIERS de la HAUTE-Garonne s.a;KA;634745;15/03/2019;EUR;-5 063,36;;601011207;;;15/05/2019;;
200413;ATELIERS de la HAUTE-Garonne s.a;KA;635106;22/03/2019;EUR;-2 035,21;;601011208;;;31/05/2019;;
200413;ATELIERS de la HAUTE-Garonne s.a;KA;635572;29/03/2019;EUR;-9 566,18;;601011209;;;15/05/2019;;
200413;ATELIERS de la HAUTE-Garonne s.a;KA;636495;12/04/2019;EUR;-2 665,63;;601011652;;;31/05/2019;;
200413;ATELIERS de la HAUTE-Garonne s.a;KA;636923;19/04/2019;EUR;-14 524,12;;601011739;;;30/06/2019;;
200413;ATELIERS de la HAUTE-Garonne s.a;KA;637428;26/04/2019;EUR;-2 798,18;;601011740;;;30/06/2019;;
200413;ATELIERS de la HAUTE-Garonne s.a;KA;637766;30/04/2019;EUR;-7 829,56;;601011940;;;14/06/2019;;
200417;PAOLO ASTORI S.p.A.;KE;2459/19-A;15/03/2019;EUR;-60 741,82;;602010179;;;14/05/2019;;
200417;PAOLO ASTORI S.p.A.;KE;2961/19;30/03/2019;EUR;-6 000,00;;602010181;;;29/05/2019;;
200417;PAOLO ASTORI S.p.A.;KE;3521;15/04/2019;EUR;-2 886,94;;602010198;;;14/06/2019;;
200417;PAOLO ASTORI S.p.A.;KE;3926/19-A;29/04/2019;EUR;-5 187,50;;602010226;;;28/06/2019;;
200428;ESPA    SARL;KA;821S044234;08/03/2019;EUR;-360,00;;601011254;;;08/03/2019;;
200428;ESPA    SARL;KA;821S046289-PROF;02/04/2019;EUR;-583,20;;601011688;;PROF 4500173949;02/04/2019;;
200428;ESPA    SARL;PA;PROF 4500173949;28/02/2019;EUR;583,20;;701010399;;REGLT ESPA;28/02/2019;A;
200431;NMB ITALIA SRL;KE;1696;23/04/2019;EUR;-841,25;;602010225;;;30/06/2019;;
200436;TPS AVIATION  INC.;KC;706786;03/04/2019;USD;-520,00;;601011884;;;03/05/2019;;
200436;TPS AVIATION  INC.;KC;713493;26/07/2018;USD;-595,00;;601011885;;;24/09/2018;;
200437;WESCO AIRCRAFT EMEA LTD;KE;16821042;08/04/2019;USD;-658,80;;602010210;;;08/05/2019;;
200437;WESCO AIRCRAFT EMEA LTD;KE;16872449;17/04/2019;USD;-378,00;;602010216;;;17/05/2019;;
200448;PEERLESS AEROSPACE FASTENER CORP.;KC;INY2W26B;10/04/2019;USD;-3 700,00;;601011682;;;10/05/2019;;
200449;ARCONIC FIXATIONS SIMMONDS sas;KA;F0680160;08/03/2019;EUR;-1 360,80;;601011216;;;15/05/2019;;
200449;ARCONIC FIXATIONS SIMMONDS sas;KA;F0681262;15/03/2019;EUR;-1 781,47;;601011217;;;15/05/2019;;
200449;ARCONIC FIXATIONS SIMMONDS sas;KA;F0682470;25/03/2019;EUR;-5 022,00;;601011219;;;15/05/2019;;
200449;ARCONIC FIXATIONS SIMMONDS sas;KA;F0682504;26/03/2019;EUR;-6 580,80;;601011220;;;15/05/2019;;
200449;ARCONIC FIXATIONS SIMMONDS sas;KA;F0683609;02/04/2019;EUR;-468,10;;601011664;;;15/06/2019;;
200449;ARCONIC FIXATIONS SIMMONDS sas;KA;F0684172;05/04/2019;EUR;-1 739,90;;601011665;;;15/06/2019;;
200449;ARCONIC FIXATIONS SIMMONDS sas;KA;FA0686812;25/04/2019;USD;-413,42;;601011851;;;15/06/2019;;
200449;ARCONIC FIXATIONS SIMMONDS sas;KA;F0687366;29/04/2019;EUR;-4 005,00;;601011942;;;15/06/2019;;
200449;ARCONIC FIXATIONS SIMMONDS sas;KA;F0686984;26/04/2019;EUR;-3 048,58;;601011943;;;15/06/2019;;
200472;ALA UK;KE;2118000019;02/01/2018;EUR;-7,00;;602000000;;;28/02/2018;;
200472;ALA UK;KE;2118000161;04/01/2018;EUR;-245,70;;602000001;;;28/02/2018;;
200472;ALA UK;KE;2118000271;05/01/2018;EUR;-10,00;;602000002;;;28/02/2018;;
200472;ALA UK;KE;2117002752;14/09/2017;EUR;-118,50;;602000052;;;31/10/2017;;
200472;ALA UK;KE;2117003090;20/09/2017;EUR;-155,80;;602000053;;;31/10/2017;;
200472;ALA UK;KE;2117006114;16/11/2017;EUR;-6,60;;602000133;;;31/12/2017;;
200472;ALA UK;KE;2118007801;17/07/2018;GBP;-52,50;;602000447;;;31/08/2018;;
200472;ALA UK;KE;2118008581;10/08/2018;EUR;-30,00;;602000497;;;30/09/2018;;
200472;ALA UK;KE;2118008186;31/07/2018;GBP;-41,85;;602000522;;;31/08/2018;;
200472;ALA UK;KE;2117003806 09/17;02/01/2018;EUR;-80,00;;602000805;;;28/02/2018;;
206579;HOLO-KROME INTERNATIONAL;KC;1223907;08/04/2019;USD;-4 441,50;;601011676;;;07/06/2019;;
206579;HOLO-KROME INTERNATIONAL;KC;1223419;29/03/2019;USD;-56 269,63;;601011890;;;28/04/2019;;
206579;HOLO-KROME INTERNATIONAL;KC;1224200;12/04/2019;USD;-14 445,21;;601012045;;;12/05/2019;;
206579;HOLO-KROME INTERNATIONAL;KC;1224300;15/04/2019;USD;-5 542,29;;601012046;;;15/05/2019;;
206579;HOLO-KROME INTERNATIONAL;KC;1224301;15/04/2019;USD;-10 498,01;;601012047;;;15/05/2019;R;
206579;HOLO-KROME INTERNATIONAL;KC;1224372;16/04/2019;USD;-5 332,32;;601012048;;;16/05/2019;;
206579;HOLO-KROME INTERNATIONAL;KC;1224512;18/04/2019;USD;-2 215,20;;601012049;;;18/05/2019;;
206579;HOLO-KROME INTERNATIONAL;KC;1224513;18/04/2019;USD;-4 288,60;;601012050;;;18/05/2019;;
206579;HOLO-KROME INTERNATIONAL;KC;1225163;30/04/2019;USD;-90,30;;601012051;;;30/05/2019;;
206579;HOLO-KROME INTERNATIONAL;KC;1225165;30/04/2019;USD;-2 267,24;;601012052;;;30/05/2019;;
206579;HOLO-KROME INTERNATIONAL;KC;1223290;28/03/2019;USD;-6 250,00;;601012066;;;27/04/2019;;
206579;HOLO-KROME INTERNATIONAL;KC;1223797;05/04/2019;USD;-11 825,00;;601012067;;;05/05/2019;;
206579;HOLO-KROME INTERNATIONAL;KC;1223796;05/04/2019;USD;-1 250,00;;601012068;;;05/05/2019;;
206579;HOLO-KROME INTERNATIONAL;KC;1223289;28/03/2019;USD;-5 000,00;;601012069;;;27/04/2019;;
206579;HOLO-KROME INTERNATIONAL;KC;1223291;28/03/2019;USD;-3 525,00;;601012070;;;27/04/2019;;
207356;ORKAL INDUSTRIES LLC;PA;PROF SNY984KM;19/02/2019;USD;1 350,00;;701010358;;REGLT ORKAL;19/02/2019;A;
207356;ORKAL INDUSTRIES LLC;PA;PROF SNY9868G;12/03/2019;USD;1 400,00;;701010539;;REGLT ORKAL;12/03/2019;A;
207532;A2C AIR COST CONTROL SASU;KA;442974-PROF;29/01/2019;EUR;-144,00;;601010208;;PROF266124;29/01/2019;;
207532;A2C AIR COST CONTROL SASU;KA;455518-PROF;09/04/2019;EUR;-134,40;;601011654;;PROF 271823;09/04/2019;;
207532;A2C AIR COST CONTROL SASU;KA;455883-PROF;11/04/2019;EUR;-483,84;;601011656;;PROF 274304;11/04/2019;;
207532;A2C AIR COST CONTROL SASU;KA;456706-PROF;16/04/2019;EUR;-1 028,16;;601011741;;;16/04/2019;;
207532;A2C AIR COST CONTROL SASU;PA;PROF266124;28/01/2019;EUR;144,00;;701010178;;RGLT AIR COST CONTROL;28/01/2019;A;
207532;A2C AIR COST CONTROL SASU;PA;PROF 274304;08/04/2019;EUR;1 512,00;;701010785;;REGLT AIR COST CONTROL;08/04/2019;A;
207532;A2C AIR COST CONTROL SASU;PA;PROF 274304;08/04/2019;EUR;1 512,00;;701010785;;REGLT AIR COST CONTROL;08/04/2019;A;
207532;A2C AIR COST CONTROL SASU;PA;PROF 271823;08/04/2019;EUR;134,40;;701010786;;REGLT AIR COST CONTROL;08/04/2019;A;
207543;FASTENER DIMENSIONS INC.;KC;I118439-PROF;02/04/2019;USD;-1 517,00;;601011666;;;02/04/2019;;
207543;FASTENER DIMENSIONS INC.;PA;PROF S84788;19/02/2019;USD;1 490,00;;701010359;;REGLT FASTENER DIMENSIONS;19/02/2019;A;
207543;FASTENER DIMENSIONS INC.;PA;PROF S84788;29/03/2019;USD;27,00;;701010696;;REGLT FASTENER DIMENSIONS;29/03/2019;A;
207546;AFSR AICHACH Gmbh;KE;766967;02/04/2019;USD;-279,00;;602010205;;;14/06/2019;;
207546;AFSR AICHACH Gmbh;KE;767577;08/04/2019;USD;-238,00;;602010206;;;14/06/2019;;
207588;SAYWELL International Ltd;KE;1144168;15/04/2019;USD;-741,98;;602010217;;;31/05/2019;;
207618;ADEPT FASTENERS,INC.;KC;RH599;27/03/2019;USD;-1 330,00;;601011505;;;26/04/2019;;
207618;ADEPT FASTENERS,INC.;KC;RJ742;01/04/2019;USD;-1 665,00;;601011637;;;01/05/2019;;
207618;ADEPT FASTENERS,INC.;KC;RJ993;02/04/2019;USD;-4 080,00;;601011639;;;02/05/2019;;
207618;ADEPT FASTENERS,INC.;KC;RJ996;02/04/2019;USD;-1 000,00;;601011640;;;02/05/2019;;
207618;ADEPT FASTENERS,INC.;KC;RL882;08/04/2019;USD;-2 859,00;;601011641;;;08/05/2019;;
207618;ADEPT FASTENERS,INC.;KC;RM182;09/04/2019;USD;-1 090,00;;601011642;;;09/05/2019;;
207618;ADEPT FASTENERS,INC.;KC;RM765;10/04/2019;USD;-382,50;;601011643;;;10/05/2019;;
207618;ADEPT FASTENERS,INC.;KC;RN751;12/04/2019;USD;-795,00;;601011644;;;12/05/2019;;
207618;ADEPT FASTENERS,INC.;KC;RP595;16/04/2019;USD;-560,00;;601011865;;;16/05/2019;;
207618;ADEPT FASTENERS,INC.;KC;RR235;23/04/2019;USD;-2 600,00;;601011866;;;23/05/2019;;
207618;ADEPT FASTENERS,INC.;KC;RS067;25/04/2019;USD;-990,00;;601011867;;;25/05/2019;;
207618;ADEPT FASTENERS,INC.;KC;RT015;29/04/2019;USD;-34,50;;601012028;;;29/05/2019;;
207618;ADEPT FASTENERS,INC.;KC;RT017;29/04/2019;USD;-135,00;;601012029;;;29/05/2019;;
207618;ADEPT FASTENERS,INC.;KC;RT037;29/04/2019;USD;-1 645,00;;601012030;;;29/05/2019;;
207618;ADEPT FASTENERS,INC.;KC;RT063;29/04/2019;USD;-208,00;;601012031;;;29/05/2019;;
207618;ADEPT FASTENERS,INC.;KC;RS974;29/04/2019;USD;-1 260,00;;601012032;;;29/05/2019;;
207618;ADEPT FASTENERS,INC.;KC;RT006;29/04/2019;USD;-1 125,00;;601012033;;;29/05/2019;;
207618;ADEPT FASTENERS,INC.;KC;RT010;29/04/2019;USD;-1 768,50;;601012034;;;29/05/2019;;
207618;ADEPT FASTENERS,INC.;KC;RS453;25/04/2019;USD;-1 150,00;;601012055;;;25/05/2019;;
207618;ADEPT FASTENERS,INC.;KC;RS084;25/04/2019;USD;-199,50;;601012056;;;25/05/2019;;
207618;ADEPT FASTENERS,INC.;KC;RS082;25/04/2019;USD;-805,00;;601012057;;;25/05/2019;;
207618;ADEPT FASTENERS,INC.;KC;RS077;25/04/2019;USD;-170,00;;601012058;;;25/05/2019;;
207664;ANILLO INDUSTRIES, INC.;KC;695287;10/04/2019;USD;-50,00;;601011868;;;10/05/2019;;
207746;DAYTON-GRANGER INC.;PA;PROF 232479;14/01/2019;USD;13 083,06;;701010019;;REGLT DAYTON-GRANGER;14/01/2019;A;
207746;DAYTON-GRANGER INC.;PA;PROF 232479;14/01/2019;USD;35,00;;701010019;;REGLT DAYTON-GRANGER;14/01/2019;A;
207792;A.L.A. S.p.A.;KE;201007433;22/11/2018;EUR;-40,00;;602000741;;;31/01/2019;;
207792;A.L.A. S.p.A.;KE;201007440;22/11/2018;EUR;-112,50;;602000742;;;31/01/2019;;
207792;A.L.A. S.p.A.;KE;201007441;22/11/2018;EUR;-650,40;;602000743;;;31/01/2019;;
207792;A.L.A. S.p.A.;KE;201007492;23/11/2018;EUR;-2 500,00;;602000744;;;31/01/2019;;
207792;A.L.A. S.p.A.;KE;201007493;23/11/2018;EUR;-22,20;;602000745;;;31/01/2019;;
207792;A.L.A. S.p.A.;KE;201007596;23/11/2018;EUR;-17,72;;602000746;;;31/01/2019;;
207792;A.L.A. S.p.A.;KE;201007688;23/11/2018;EUR;-95,37;;602000747;;;31/01/2019;;
207792;A.L.A. S.p.A.;KE;201007708;23/11/2018;EUR;-29,38;;602000748;;;31/01/2019;;
207792;A.L.A. S.p.A.;KE;201007734;23/11/2018;EUR;-25,00;;602000749;;;31/01/2019;;
207792;A.L.A. S.p.A.;KE;201008061;29/11/2018;EUR;-194,00;;602000750;;;31/01/2019;;
207792;A.L.A. S.p.A.;KE;201008070;29/11/2018;EUR;-58,59;;602000751;;;31/01/2019;;
207792;A.L.A. S.p.A.;KE;201008087;29/11/2018;EUR;-759,00;;602000752;;;31/01/2019;;
207792;A.L.A. S.p.A.;KE;201008116;29/11/2018;EUR;-26,00;;602000753;;;31/01/2019;;
207792;A.L.A. S.p.A.;KE;201000205;31/01/2019;EUR;-210,00;;602010097;;;30/04/2019;;
207792;A.L.A. S.p.A.;KE;201000244;31/01/2019;EUR;-5 475,00;;602010098;;;30/04/2019;;
207792;A.L.A. S.p.A.;KE;201000368;31/01/2019;EUR;-53,20;;602010099;;;30/04/2019;;
207792;A.L.A. S.p.A.;KE;201000370;31/01/2019;EUR;-180,00;;602010100;;;30/04/2019;;
207792;A.L.A. S.p.A.;KE;201000390;31/01/2019;EUR;-181,00;;602010101;;;30/04/2019;;
207792;A.L.A. S.p.A.;KE;201000423;31/01/2019;EUR;-6 649,00;;602010102;;;30/04/2019;;
207792;A.L.A. S.p.A.;KE;201001550;28/02/2019;EUR;-194,00;;602010103;;;30/04/2019;;
207792;A.L.A. S.p.A.;KE;201001552;28/02/2019;EUR;-21,28;;602010104;;;30/04/2019;;
207792;A.L.A. S.p.A.;KE;201001559;28/02/2019;EUR;-26,00;;602010105;;;30/04/2019;;
207792;A.L.A. S.p.A.;KE;201001578;28/02/2019;EUR;-199,76;;602010106;;;30/04/2019;;
207792;A.L.A. S.p.A.;KE;201001657;28/02/2019;EUR;-175,00;;602010107;;;30/04/2019;;
207792;A.L.A. S.p.A.;KE;201001719;28/02/2019;EUR;-328,24;;602010108;;;30/04/2019;;
207792;A.L.A. S.p.A.;KE;201001721;28/02/2019;EUR;-335,00;;602010109;;;30/04/2019;;
207792;A.L.A. S.p.A.;KE;201001752;28/02/2019;EUR;-203,48;;602010110;;;30/04/2019;;
207792;A.L.A. S.p.A.;KE;201001801;28/02/2019;EUR;-81,41;;602010111;;;30/04/2019;;
207792;A.L.A. S.p.A.;KE;201001804;28/02/2019;EUR;-39,50;;602010112;;;30/04/2019;;
207792;A.L.A. S.p.A.;KE;201001813;28/02/2019;EUR;-141,60;;602010113;;;30/04/2019;;
207792;A.L.A. S.p.A.;KE;201001832;28/02/2019;EUR;-275,70;;602010114;;;30/04/2019;;
207792;A.L.A. S.p.A.;KE;201001863;28/02/2019;EUR;-11,30;;602010115;;;30/04/2019;;
207792;A.L.A. S.p.A.;KE;201002129;11/03/2019;EUR;-4 920,00;;602010116;;;31/05/2019;;
207792;A.L.A. S.p.A.;KE;201002184;11/03/2019;EUR;-491,48;;602010117;;;31/05/2019;;
207792;A.L.A. S.p.A.;KE;201002213;13/03/2019;EUR;-543,00;;602010118;;;31/05/2019;;
207792;A.L.A. S.p.A.;KE;201002258;22/03/2019;EUR;-897,15;;602010119;;;31/05/2019;;
207792;A.L.A. S.p.A.;KE;201002347;22/03/2019;EUR;-1 062,00;;602010120;;;31/05/2019;;
207792;A.L.A. S.p.A.;KE;201002727;29/03/2019;EUR;-107,20;;602010192;;;31/05/2019;;
207792;A.L.A. S.p.A.;KE;201002690;29/03/2019;EUR;-11,78;;602010193;;;31/05/2019;;
207792;A.L.A. S.p.A.;KE;201002684;29/03/2019;EUR;-2 080,00;;602010194;;;31/05/2019;;
207792;A.L.A. S.p.A.;KE;201002139;11/03/2019;EUR;-82,80;;602010195;;;31/05/2019;;
208107;DECOMATIC SAS OLD;PA;DECOMATIC OLD;13/05/2019;EUR;2 223,59;;701011011;;REGLT DECOMATIC OLD;13/05/2019;;
208107;DECOMATIC SAS OLD;SA;PROF112;02/01/2019;EUR;2 652,00;;801010833;;DECOMATIC RGT 07/12/2017;07/12/2017;;
208107;DECOMATIC SAS OLD;SA;PROF116;02/01/2019;EUR;3 609,60;;801010834;;DECOMATIC RGT 07/12/2017;07/12/2017;;
208107;DECOMATIC SAS OLD;SA;51695-PROF;02/01/2019;EUR;-3 186,00;;801010835;;DECOMATIC 08/12/2017;08/12/2017;;
208107;DECOMATIC SAS OLD;SA;52180-PROF;02/01/2019;EUR;-2 112,00;;801010836;;DECOMATIC 05/03/2018;05/03/2018;;
208107;DECOMATIC SAS OLD;SA;52339;02/01/2019;EUR;-1 124,30;;801010837;;DECOMATIC 29/03/2018;29/05/2018;;
208107;DECOMATIC SAS OLD;SA;52347;02/01/2019;EUR;-2 037,77;;801010838;;DECOMATIC 29/03/2018;29/05/2018;;
208107;DECOMATIC SAS OLD;SA;52537;02/01/2019;EUR;-1 314,00;;801010839;;DECOMATIC 30/04/2018;30/06/2018;;
208107;DECOMATIC SAS OLD;SA;52539;02/01/2019;EUR;-3 294,00;;801010840;;DECOMATIC 30/04/2018;30/06/2018;;
208107;DECOMATIC SAS OLD;SA;52575;02/01/2019;EUR;-900,50;;801010841;;DECOMATIC 21/05/2018;21/07/2018;;
208107;DECOMATIC SAS OLD;SA;52576;02/01/2019;EUR;-331,58;;801010842;;DECOMATIC 21/05/2018;21/07/2018;;
208107;DECOMATIC SAS OLD;SA;52577;02/01/2019;EUR;-874,18;;801010843;;DECOMATIC 21/05/2018;21/07/2018;;
208107;DECOMATIC SAS OLD;SA;52578;02/01/2019;EUR;-1 486,44;;801010844;;DECOMATIC 21/05/2018;21/07/2018;;
208107;DECOMATIC SAS OLD;SA;52580;02/01/2019;EUR;-1 078,80;;801010845;;DECOMATIC 22/05/2018;22/07/2018;;
208107;DECOMATIC SAS OLD;SA;52711;02/01/2019;EUR;-900,00;;801010846;;DECOMATIC 07/06/2018;07/08/2018;;
208107;DECOMATIC SAS OLD;SA;52718;02/01/2019;EUR;-936,00;;801010847;;DECOMATIC 13/06/2018;13/08/2018;;
208107;DECOMATIC SAS OLD;SA;52727;02/01/2019;EUR;-1 982,40;;801010848;;DECOMATIC 19/06/2018;19/08/2018;;
208107;DECOMATIC SAS OLD;SA;52728;02/01/2019;EUR;-909,60;;801010849;;DECOMATIC 19/06/2018;19/08/2018;;
208107;DECOMATIC SAS OLD;SA;52729;02/01/2019;EUR;-388,55;;801010850;;DECOMATIC 20/06/2018;20/08/2018;;
208107;DECOMATIC SAS OLD;SA;52730;02/01/2019;EUR;-779,22;;801010851;;DECOMATIC 20/06/2018;20/08/2018;;
208107;DECOMATIC SAS OLD;SA;52731;02/01/2019;EUR;-1 344,00;;801010852;;DECOMATIC 20/06/2018;20/08/2018;;
208107;DECOMATIC SAS OLD;SA;52756;02/01/2019;EUR;-1 080,00;;801010853;;DECOMATIC 22/06/2018;22/08/2018;;
208107;DECOMATIC SAS OLD;SA;52757;02/01/2019;EUR;-978,60;;801010854;;DECOMATIC 22/06/2018;22/08/2018;;
208182;LISI AEROSPACE FRANCE;KA;3736645-PROF;09/04/2019;EUR;-4 896,00;;601011792;;PROF756794;09/04/2019;;
208182;LISI AEROSPACE FRANCE;PA;PROF 756794;08/04/2019;EUR;4 896,00;;701010803;;REGLT LISI AEROSPACE;08/04/2019;A;
208278;BOYSEN GMBH;KE;2030785;30/04/2019;EUR;-666,00;;602010223;;;10/06/2019;;
208355;WENCOR LLC;KC;B6SZ3LL0;04/04/2019;USD;-28,80;;601011888;;;04/05/2019;;
208355;WENCOR LLC;KC;B6QFWK0;11/04/2019;USD;-1 462,00;;601011889;;;11/05/2019;;
208595;Boeing Distribution Services Inc.;KC;JR9HXA;12/03/2019;USD;-1 441,20;;601011531;;;15/05/2019;;
208595;Boeing Distribution Services Inc.;KC;JR9HXB;12/03/2019;USD;-23,94;;601011532;;;15/05/2019;;
208595;Boeing Distribution Services Inc.;KC;JR9HX6;12/03/2019;USD;-39,05;;601011533;;;15/05/2019;;
208595;Boeing Distribution Services Inc.;KC;JR9HX8;12/03/2019;USD;-3 600,00;;601011534;;;15/05/2019;;
208595;Boeing Distribution Services Inc.;KC;JR9HX9;12/03/2019;USD;-380,00;;601011535;;;15/05/2019;;
208595;Boeing Distribution Services Inc.;KC;JR96B8;12/03/2019;USD;-1 515,00;;601011536;;;15/05/2019;;
208595;Boeing Distribution Services Inc.;KC;JRF51H;19/03/2019;USD;-1 141,20;;601011581;;;31/05/2019;;
208595;Boeing Distribution Services Inc.;KC;JRA52R;13/03/2019;USD;-4 800,00;;601011870;;;30/04/2019;;
208595;Boeing Distribution Services Inc.;KC;JRL4J3;26/03/2019;USD;-300,00;;601011871;;;31/05/2019;;
208595;Boeing Distribution Services Inc.;KC;JRL4RM;26/03/2019;USD;-1 280,00;;601011872;;;31/05/2019;;
208595;Boeing Distribution Services Inc.;KC;JRL4J4;26/03/2019;USD;-25,00;;601011873;;;31/05/2019;;
208595;Boeing Distribution Services Inc.;KC;JRHP01;26/03/2019;USD;-31,85;;601011874;;;31/05/2019;;
208595;Boeing Distribution Services Inc.;KC;JRVNSN;09/04/2019;USD;-2 925,65;;601012037;;;31/05/2019;;
208595;Boeing Distribution Services Inc.;KE;JR8XHF;12/03/2019;USD;-114,25;;602010157;;;15/05/2019;;
208595;Boeing Distribution Services Inc.;KE;JR5963;05/03/2019;USD;-1 044,00;;602010185;;;15/05/2019;;
208595;Boeing Distribution Services Inc.;KE;JR9LA4;13/03/2019;USD;-450,00;;602010212;;;30/04/2019;;
208595;Boeing Distribution Services Inc.;KE;JRTMBX;08/04/2019;USD;-1 017,60;;602010214;;;31/05/2019;;
208595;Boeing Distribution Services Inc.;KE;JRKRH6;26/03/2019;USD;-150,00;;602010215;;;31/05/2019;;
208595;Boeing Distribution Services Inc.;KE;JS6SM3;30/04/2019;USD;-221,00;;602010238;;;30/06/2019;;
208848;ALA UK;KE;2118005705;15/05/2018;GBP;-158,88;;602000345;;;30/06/2018;;
208848;ALA UK;KE;2118005737;15/05/2018;GBP;-11,00;;602000347;;;30/06/2018;;
208848;ALA UK;KE;2118005973;24/05/2018;GBP;-37,68;;602000349;;;30/06/2018;;
208848;ALA UK;KE;2118006110;29/05/2018;GBP;-80,00;;602000351;;;30/06/2018;;
208848;ALA UK;KE;2118006562;08/06/2018;GBP;-1 220,00;;602000413;;;31/07/2018;;
208848;ALA UK;KE;2118006689;14/06/2018;GBP;-31,20;;602000414;;;31/07/2018;;
208848;ALA UK;KE;2118006690;14/06/2018;GBP;-608,00;;602000415;;;31/07/2018;;
208848;ALA UK;KE;2118006691;14/06/2018;GBP;-72,00;;602000416;;;31/07/2018;;
208848;ALA UK;KE;2118006806;18/06/2018;GBP;-30,00;;602000417;;;31/07/2018;;
208848;ALA UK;KE;2118006855;18/06/2018;GBP;-157,00;;602000418;;;31/07/2018;;
208848;ALA UK;KE;2118006978;21/06/2018;GBP;-262,50;;602000419;;;31/07/2018;;
208848;ALA UK;KE;2118007278;29/06/2018;GBP;-6,52;;602000420;;;31/07/2018;;
208848;ALA UK;KE;2118007474;05/07/2018;GBP;-50,71;;602000478;;;31/08/2018;;
208848;ALA UK;KE;2118007477;05/07/2018;GBP;-130,40;;602000481;;;31/08/2018;;
208848;ALA UK;KE;2118007677;12/07/2018;GBP;-10,20;;602000482;;;31/08/2018;;
208848;ALA UK;KE;2118008534;09/08/2018;GBP;-209,58;;602000523;;;30/09/2018;;
208848;ALA UK;KE;2118008664;14/08/2018;GBP;-15,00;;602000525;;;30/09/2018;;
208848;ALA UK;KE;2118008702;16/08/2018;GBP;-14,00;;602000526;;;30/09/2018;;
208848;ALA UK;KE;2118008703;16/08/2018;GBP;-152,26;;602000527;;;30/09/2018;;
208848;ALA UK;KE;2118008867;21/08/2018;GBP;-55,00;;602000529;;;30/09/2018;;
208848;ALA UK;KE;2118009422;06/09/2018;GBP;-21,53;;602000590;;;31/10/2018;;
208848;ALA UK;KE;2118009487;07/09/2018;GBP;-189,30;;602000591;;;31/10/2018;;
208848;ALA UK;KE;2118009559;11/09/2018;GBP;-76,16;;602000592;;;31/10/2018;;
208848;ALA UK;KE;2118009571;11/09/2018;GBP;-432,00;;602000593;;;31/10/2018;;
208848;ALA UK;KE;2118009761;18/09/2018;GBP;-225,50;;602000594;;;18/09/2018;;
208848;ALA UK;KE;2118009921;21/09/2018;GBP;-97,50;;602000595;;;31/10/2018;;
208848;ALA UK;KE;2118009922;21/09/2018;GBP;-234,00;;602000596;;;31/10/2018;;
208848;ALA UK;KE;2118009959;24/09/2018;GBP;-598,32;;602000597;;;31/10/2018;;
208848;ALA UK;KE;2118901002;25/09/2018;GBP;-5 415,00;;602000598;;;31/10/2018;;
208848;ALA UK;KE;2118010360;04/10/2018;GBP;-10,50;;602000629;;;30/11/2018;;
208848;ALA UK;KE;2118010515;10/10/2018;GBP;-391,67;;602000631;;;30/11/2018;;
208848;ALA UK;KE;2118010549;11/10/2018;GBP;-68,40;;602000632;;;30/11/2018;;
208848;ALA UK;KE;2118010967;25/10/2018;GBP;-204,00;;602000638;;;30/11/2018;;
208848;ALA UK;KE;2118011151;31/10/2018;GBP;-63,72;;602000674;;;30/11/2018;;
208848;ALA UK;KE;2118011182;31/10/2018;GBP;-343,20;;602000675;;;30/11/2018;;
208848;ALA UK;KE;2118011368;08/11/2018;GBP;-60,00;;602000676;;;31/12/2018;;
208848;ALA UK;KE;2118011780;22/11/2018;GBP;-11,00;;602000703;;;31/12/2018;;
208848;ALA UK;KE;2118011784;22/11/2018;GBP;-4,25;;602000704;;;31/12/2018;;
208848;ALA UK;KE;2118011787;22/11/2018;GBP;-1 244,05;;602000705;;;31/12/2018;;
208848;ALA UK;KE;2118011818;23/11/2018;GBP;-329,00;;602000706;;;31/12/2018;;
208848;ALA UK;KE;2118011828;23/11/2018;GBP;-11,25;;602000707;;;31/12/2018;;
208848;ALA UK;KE;2118011897;27/11/2018;GBP;-808,00;;602000708;;;31/12/2018;;
