Account;Vendor Name;Document type;Reference;Document Date;Document currency;Amount in doc. curr.;Clearing Document;Document Number;Text;Document Header Text;Net due date;Payment block;Payment Method
213178;PLASTIFRANCE;PA;PROF 128732/3;12/03/2019;EUR;147,14;;701010483;;REGLT PLASTIFRANCE;12/03/2019;A;T
213178;PLASTIFRANCE;PA;PROF 128732/3;12/03/2019;EUR;200,84;;701010483;;REGLT PLASTIFRANCE;12/03/2019;A;T
213178;PLASTIFRANCE;PA;PROF 128732/3;12/03/2019;EUR;217,38;;701010483;;REGLT PLASTIFRANCE;12/03/2019;A;T
213178;PLASTIFRANCE;PA;PROF 128732/3;12/03/2019;EUR;105,84;;701010483;;REGLT PLASTIFRANCE;12/03/2019;A;T
213178;PLASTIFRANCE;PA;PROF 128732/3;12/03/2019;EUR;145,97;;701010483;;REGLT PLASTIFRANCE;12/03/2019;A;T
213178;PLASTIFRANCE;PA;PROF 128732/3;12/03/2019;EUR;67,33;;701010483;;REGLT PLASTIFRANCE;12/03/2019;A;T
213178;PLASTIFRANCE;PA;PROF 128732/3;12/03/2019;EUR;102,84;;701010483;;REGLT PLASTIFRANCE;12/03/2019;A;T
213178;PLASTIFRANCE;PA;PROF 127812/3;29/03/2019;EUR;1 028,80;;701010736;;REGLT PLASTIFRANCE;29/03/2019;A;T
213178;PLASTIFRANCE;PA;PROF 127962/3;29/03/2019;EUR;79,51;;701010737;;REGLT PLASTIFRANCE;29/03/2019;A;T
213178;PLASTIFRANCE;PA;PROF 127962/3;29/03/2019;EUR;130,07;;701010737;;REGLT PLASTIFRANCE;29/03/2019;A;T
213178;PLASTIFRANCE;PA;PROF 127962/3;29/03/2019;EUR;70,06;;701010737;;REGLT PLASTIFRANCE;29/03/2019;A;T
213178;PLASTIFRANCE;PA;PROF 129080/3;02/05/2019;EUR;272,20;;701010976;;REGLT PLASTIFRANCE;02/05/2019;A;T
213178;PLASTIFRANCE;PA;PROF 129080/3;02/05/2019;EUR;105,84;;701010976;;REGLT PLASTIFRANCE;02/05/2019;A;T
213178;PLASTIFRANCE;PA;PROF 129536/3;02/05/2019;EUR;285,08;;701010977;;REGLT PLASTIFRANCE;02/05/2019;A;T
213183;PROGRESS SA;PA;PROF190005;21/01/2019;EUR;672,00;;701010121;;RGLT PROGRESS SILICONES;21/01/2019;A;T
213183;PROGRESS SA;PA;PROF190005;21/01/2019;EUR;24,00;;701010121;;RGLT PROGRESS SILICONES;21/01/2019;A;T
213184;ICM INDUSTRIE NIORT - PROTEAUX;PA;PROF PF203439;26/04/2019;EUR;357,84;;701010946;;REGLT ICM INDUSTRIE;26/04/2019;A;T
213184;ICM INDUSTRIE NIORT - PROTEAUX;PA;PROF PF203439;26/04/2019;EUR;831,60;;701010946;;REGLT ICM INDUSTRIE;26/04/2019;A;T
213184;ICM INDUSTRIE NIORT - PROTEAUX;PA;PROF PF203439;26/04/2019;EUR;1 230,96;;701010946;;REGLT ICM INDUSTRIE;26/04/2019;A;T
213184;ICM INDUSTRIE NIORT - PROTEAUX;PA;PROF PF203092;26/04/2019;EUR;735,84;;701010947;;REGLT ICM INDUSTRIE;26/04/2019;A;T
213184;ICM INDUSTRIE NIORT - PROTEAUX;PA;PROF PF203385;26/04/2019;EUR;832,80;;701010948;;REGLT ICM INDUSTRIE;26/04/2019;A;T
213187;RABOURDIN SAS;KA;4028103;10/04/2019;EUR;-2 234,04;;601011817;;;15/06/2019;;T
213188;RADIODETECTION - SPX $;KC;CD268386-PROF;11/02/2019;USD;-321,00;;601011048;;PROFM217565;11/02/2019;;T
213188;RADIODETECTION - SPX $;PA;PROFM217565-563;04/02/2019;USD;321,00;;701010229;;RGLT RADIODETECTION;04/02/2019;A;T
213188;RADIODETECTION - SPX $;PA;PROFM217565-563;04/02/2019;USD;107,00;;701010229;;RGLT RADIODETECTION;04/02/2019;A;T
213190;RBC FRANCE SAS;KA;607284-PROF;02/04/2019;EUR;-1 068,00;;601011818;;PROF24999;02/04/2019;;T
213190;RBC FRANCE SAS;KA;0607804-PROF;30/04/2019;EUR;-113,28;;601011974;;PROFC0137575;30/04/2019;;T
213190;RBC FRANCE SAS;PA;PROF 24999;27/12/2018;EUR;60,00;;701002738;;REGLT RBC;27/12/2018;A;T
213190;RBC FRANCE SAS;PA;PROF 24999;27/12/2018;EUR;1 008,00;;701002738;;REGLT RBC;27/12/2018;A;T
213190;RBC FRANCE SAS;PA;PROF C0137575;26/04/2019;EUR;113,28;;701010925;;REGLT RBC;26/04/2019;A;T
213192;RDF CORPORATION $;PA;PROFP-32759;11/02/2019;USD;7 890,00;;701010276;;RGLT RDF CORPORATION $;11/02/2019;A;T
213192;RDF CORPORATION $;PA;PROFP-32759;11/02/2019;USD;10,00;;701010276;;RGLT RDF CORPORATION $;11/02/2019;A;T
213192;RDF CORPORATION $;PA;PROFP-32759;11/02/2019;USD;45,00;;701010276;;RGLT RDF CORPORATION $;11/02/2019;A;T
213195;RETTINGER KUNSTSTOFFTECHNIK GmbH;KE;92898-PROF;19/04/2018;EUR;-747,00;;602000275;;;19/04/2018;;T
213195;RETTINGER KUNSTSTOFFTECHNIK GmbH;PA;PROF10485/200366;03/11/2017;EUR;858,90;;701000647;;REGLT RETTINGER;03/11/2017;A;T
213200;RS COMPONENTS SRL;KA;406490364-PROF;12/09/2018;EUR;-39,04;;601004964;;PROF547-326;12/09/2018;;T
213200;RS COMPONENTS SRL;KA;406496869-PROF;13/09/2018;EUR;-78,07;;601004967;;PROF547-326;13/09/2018;;T
213200;RS COMPONENTS SRL;PA;PROF547-326;07/09/2018;EUR;156,14;;701001764;;REGLT RS COMPONENTS;07/09/2018;A;T
213200;RS COMPONENTS SRL;PA;PROF A1003707245;27/12/2018;EUR;124,80;;701002726;;REGLT RS COMPONENTS;27/12/2018;A;T
213200;RS COMPONENTS SRL;PA;PROF 4500176154;14/01/2019;EUR;168,00;;701010027;;REGLT RS COMPONENTS;14/01/2019;A;T
213203;SAFIM-DEXIS;KA;915653-PROF;17/04/2019;EUR;-34,32;;601011819;;PROF902551;17/04/2019;;T
213203;SAFIM-DEXIS;PA;PROF791308;22/02/2018;EUR;726,24;;701000398;;REGLT SAFIM DEXIS;22/02/2018;A;T
213203;SAFIM-DEXIS;PA;PROF795044;28/02/2018;EUR;161,16;;701000419;;REGLT SAFIM;28/02/2018;A;T
213203;SAFIM-DEXIS;PA;PROF 902551;18/03/2019;EUR;18,72;;701010582;;REGLT SAFIM;18/03/2019;A;T
213203;SAFIM-DEXIS;PA;PROF 902551;18/03/2019;EUR;15,60;;701010582;;REGLT SAFIM;18/03/2019;A;T
213203;SAFIM-DEXIS;PA;PROF 914470;26/04/2019;EUR;31,20;;701010956;;REGLT SAFIM;26/04/2019;A;T
213203;SAFIM-DEXIS;PA;PROF 914470;26/04/2019;EUR;18,60;;701010956;;REGLT SAFIM;26/04/2019;A;T
213203;SAFIM-DEXIS;PA;PROF 914470;26/04/2019;EUR;8,64;;701010956;;REGLT SAFIM;26/04/2019;A;T
213203;SAFIM-DEXIS;PA;PROF 838004;26/04/2019;EUR;15,00;;701010957;;REGLT SAFIM;26/04/2019;A;T
213203;SAFIM-DEXIS;PA;PROF 838004;26/04/2019;EUR;15,60;;701010957;;REGLT SAFIM;26/04/2019;A;T
213203;SAFIM-DEXIS;PA;PROF 831476;02/05/2019;EUR;4,68;;701010978;;REGLT SAFIM;02/05/2019;A;T
213203;SAFIM-DEXIS;PA;PROF 831476;02/05/2019;EUR;15,60;;701010978;;REGLT SAFIM;02/05/2019;A;T
213203;SAFIM-DEXIS;PA;PROF 923441;02/05/2019;EUR;15,60;;701010979;;REGLT SAFIM;02/05/2019;A;T
213203;SAFIM-DEXIS;PA;PROF 923441;02/05/2019;EUR;15,60;;701010979;;REGLT SAFIM;02/05/2019;A;T
213209;SAMTEC FRANCE LLC - ACCOUNT CLOSED;KB;AV13452844;13/04/2018;USD;18,22;;601004537;;AVOIR/F13248250;13/04/2018;;T
213209;SAMTEC FRANCE LLC - ACCOUNT CLOSED;KB;AV13487433;30/04/2018;USD;18,22;;601004538;;AVOIR/F13051048;30/04/2018;;T
213211;Satinox Asemblage;KA;FA1811071-PROF;30/11/2018;EUR;-119,04;;601006096;;PROFCL1801142;30/11/2018;;T
213211;Satinox Asemblage;KA;FA1811692-PROF;17/12/2018;EUR;-102,48;;601006383;;PROFCL1807255;15/02/2019;;T
213211;Satinox Asemblage;KA;FA1900377-PROF;04/01/2019;EUR;-468,00;;601010390;;PROFCL1807922;04/01/2019;;T
213211;Satinox Asemblage;KA;FA1900831-RPOF;16/01/2019;EUR;-169,20;;601010407;;PROFCL1807922;16/01/2019;;T
213211;Satinox Asemblage;KA;FA1900884-PROF;17/01/2019;EUR;-1 313,52;;601010441;;PROFCL1807255;17/01/2019;;T
213211;Satinox Asemblage;KA;FA1903751-PROF;02/04/2019;EUR;-600,00;;601011821;;PROFCL1901860;02/04/2019;;T
213211;Satinox Asemblage;KA;FA1904141-PROF;11/04/2019;EUR;-840,00;;601011822;;PROFCL1902259;11/04/2019;;T
213211;Satinox Asemblage;KA;FA1904298-PROF;17/04/2019;EUR;-21,60;;601011823;;;17/04/2019;;T
213211;Satinox Asemblage;KA;FA1904299-PROF;17/04/2019;EUR;-6,24;;601011824;;PROFCL1802873;17/04/2019;;T
213211;Satinox Asemblage;KA;FA1904724-PROF;30/04/2019;EUR;-48,00;;601011966;;PROFCL1901450;30/04/2019;;T
213211;Satinox Asemblage;KA;FA1904725-PROF;30/04/2019;EUR;-540,00;;601011967;;PROFCL1902173;30/04/2019;;T
213211;Satinox Asemblage;KA;FA1904726-PROF;30/04/2019;EUR;-15,00;;601011968;;PROFCL1902392;30/04/2019;;T
213211;Satinox Asemblage;KA;FA1904727-PROF;30/04/2019;EUR;-14,40;;601011969;;PROFCL1902565;30/04/2019;;T
213211;Satinox Asemblage;PA;PROF CL1801142;30/11/2018;EUR;120,00;;701002423;;REGLT SATINOX;30/11/2018;A;T
213211;Satinox Asemblage;PA;PROF CL1807255;10/12/2018;EUR;10,50;;701002474;;REGLT SATINOX;10/12/2018;A;T
213211;Satinox Asemblage;PA;PROF CL1807255;10/12/2018;EUR;1 312,80;;701002474;;REGLT SATINOX;10/12/2018;A;T
213211;Satinox Asemblage;PA;PROF CL1807255;10/12/2018;EUR;102,48;;701002474;;REGLT SATINOX;10/12/2018;A;T
213211;Satinox Asemblage;PA;PROF CL1807922;27/12/2018;EUR;180,04;;701002696;;REGLT SATINOX;27/12/2018;A;T
213211;Satinox Asemblage;PA;PROF CL1807922;27/12/2018;EUR;468,00;;701002696;;REGLT SATINOX;27/12/2018;A;T
213211;Satinox Asemblage;PA;PROFCL1900706;04/02/2019;EUR;126,00;;701010241;;RGLT SATINOX;04/02/2019;A;T
213211;Satinox Asemblage;PA;PROF CL1900859;18/02/2019;EUR;1 200,00;;701010312;;REGLT SATINOX;18/02/2019;A;T
213211;Satinox Asemblage;PA;PROF CL1901860;22/03/2019;EUR;600,00;;701010638;;REGLT SATINOX;22/03/2019;A;T
213211;Satinox Asemblage;PA;PROF CL1901861;22/03/2019;EUR;540,00;;701010639;;REGLT SATINOX;22/03/2019;A;T
213211;Satinox Asemblage;PA;PROF CL1902259;10/04/2019;EUR;840,00;;701010813;;REGLT SATINOX;10/04/2019;A;T
213211;Satinox Asemblage;PA;PROF CL1902392;15/04/2019;EUR;21,60;;701010860;;REGLT SATINOX;15/04/2019;A;T
213211;Satinox Asemblage;PA;PROF CL1802873;15/04/2019;EUR;6,24;;701010861;;REGLT SATINOX;15/04/2019;A;T
213211;Satinox Asemblage;PA;PROF CL1901450;26/04/2019;EUR;48,00;;701010937;;REGLT SATINOX;26/04/2019;A;T
213211;Satinox Asemblage;PA;PROF CL1902173;26/04/2019;EUR;540,00;;701010938;;REGLT SATINOX;26/04/2019;A;T
213211;Satinox Asemblage;PA;PROF CL1902565;26/04/2019;EUR;14,40;;701010939;;REGLT SATINOX;26/04/2019;A;T
213211;Satinox Asemblage;PA;PROF CL1902730;26/04/2019;EUR;15,00;;701010940;;REGLT SATINOX;26/04/2019;A;T
213211;Satinox Asemblage;PA;PROF CL1902564;26/04/2019;EUR;144,00;;701010941;;REGLT SATINOX;26/04/2019;A;T
213211;Satinox Asemblage;PA;PROF CL1902176;02/05/2019;EUR;9,60;;701010983;;REGLT SATINOX;02/05/2019;A;T
213211;Satinox Asemblage;PA;PROF CL1902744;02/05/2019;EUR;12,00;;701010984;;REGLT SATINOX;02/05/2019;A;T
213211;Satinox Asemblage;PA;PROF CL1902810;02/05/2019;EUR;9,60;;701010985;;REGLT SATINOX;02/05/2019;A;T
213217;SCHUNK ELECTROGRAPHITE SAS;PA;PROF4500176831;27/12/2018;EUR;3 752,40;;701002683;;REGLT SCHUNK;27/12/2018;A;T
213222;SEFI SAS;PA;PROF000162;11/02/2019;EUR;4 464,00;;701010287;;REGLT SEFI;11/02/2019;A;T
213222;SEFI SAS;PA;PROF000162;11/02/2019;EUR;9,00;;701010287;;REGLT SEFI;11/02/2019;A;T
213222;SEFI SAS;PA;PROF000162;11/02/2019;EUR;4 032,00;;701010287;;REGLT SEFI;11/02/2019;A;T
213222;SEFI SAS;PA;PROF000162;11/02/2019;EUR;3 508,20;;701010287;;REGLT SEFI;11/02/2019;A;T
213222;SEFI SAS;PA;PROF000162;11/02/2019;EUR;9,00;;701010287;;REGLT SEFI;11/02/2019;A;T
213222;SEFI SAS;PA;PROF 000166;08/04/2019;EUR;3 891,60;;701010807;;REGLT SEFI;08/04/2019;A;T
213222;SEFI SAS;PA;PROF 000166;08/04/2019;EUR;9,00;;701010807;;REGLT SEFI;08/04/2019;A;T
213223;SEGMENT AB;KA;SABFC1800302;23/05/2018;EUR;-1 573,44;;601003017;;PROF1800080;23/05/2018;;T
213223;SEGMENT AB;KA;SABFC1800543PROF;19/09/2019;EUR;-5 900,40;;601004989;;PROF1800080 F19/09/2018;19/09/2018;;T
213223;SEGMENT AB;KA;SABFC1800702PROF;13/12/2018;EUR;-1 093,26;;601006393;;PROF1800259;13/12/2018;;T
213223;SEGMENT AB;KA;FC1900083-PROF;22/02/2019;EUR;-8 260,56;;601010891;;PROF1800304;22/02/2019;;T
213223;SEGMENT AB;KA;1900149-PROF;28/03/2019;EUR;-351,00;;601011397;;PROF1900032;28/03/2019;;T
213223;SEGMENT AB;KA;1900170-PROF;12/04/2019;EUR;-405,16;;601011820;;PROF1900045;12/04/2019;;T
213223;SEGMENT AB;KA;1900178-PROF;19/04/2019;EUR;-2 354,10;;601011825;;;19/04/2019;;T
213223;SEGMENT AB;KA;1900183-PROF;26/04/2019;EUR;-6 403,38;;601011965;;PROF1800259;26/04/2019;;T
213223;SEGMENT AB;PA;PROF1800080;03/05/2018;EUR;7 867,20;;701000851;;REGLT SEGMENT AB;03/05/2018;A;T
213223;SEGMENT AB;PA;PROF1800304;23/10/2018;EUR;7 867,20;;701002027;;REGLT SEGMENT AB;23/10/2018;A;T
213223;SEGMENT AB;PA;PROF1800259;23/10/2018;EUR;7 809,00;;701002029;;REGLT SEGMENT AB;23/10/2018;A;T
213223;SEGMENT AB;PA;PROF 1900032;22/03/2019;EUR;2 250,00;;701010649;;REGLT SEGMENT AB;22/03/2019;A;T
213223;SEGMENT AB;PA;PROF 1900045;22/03/2019;EUR;8 103,12;;701010650;;REGLT SEGMENT AB;22/03/2019;A;T
213223;SEGMENT AB;PA;PROF 1900078;25/03/2019;EUR;479,70;;701010663;;REGLT SEGMENT AB;25/03/2019;A;T
213223;SEGMENT AB;PA;PROF 1900078;25/03/2019;EUR;647,40;;701010663;;REGLT SEGMENT AB;25/03/2019;A;T
213223;SEGMENT AB;PA;PROF 1900078;25/03/2019;EUR;595,20;;701010663;;REGLT SEGMENT AB;25/03/2019;A;T
213223;SEGMENT AB;PA;PROF 1900078;25/03/2019;EUR;631,80;;701010663;;REGLT SEGMENT AB;25/03/2019;A;T
213227;SENIOR AEROSPACE ERMETO;KA;2190301189-PROF;29/03/2019;EUR;-264,00;;601011401;;PROF2190100414;29/03/2019;;T
213227;SENIOR AEROSPACE ERMETO;KA;2190400532-PROF;17/04/2019;EUR;-600,00;;601011826;;PROF2190100414;17/04/2019;;T
213227;SENIOR AEROSPACE ERMETO;KA;2190400053-PROF;02/04/2019;EUR;-180,00;;601011827;;PROF2190100414;02/04/2019;;T
213227;SENIOR AEROSPACE ERMETO;KA;2190400906-PROF;25/04/2019;EUR;-519,60;;601011828;;;25/04/2019;;T
213227;SENIOR AEROSPACE ERMETO;KA;2190400954-PROF;26/04/2019;EUR;-1 373,52;;601011979;;PROF21901200080;26/04/2019;;T
213227;SENIOR AEROSPACE ERMETO;PA;PROF 2180400268;14/01/2019;EUR;4 021,92;;701010057;;REGLT SENIOR AERO;14/01/2019;A;T
213227;SENIOR AEROSPACE ERMETO;PA;PROF 2180400268;14/01/2019;EUR;12,00;;701010057;;REGLT SENIOR AERO;14/01/2019;A;T
213227;SENIOR AEROSPACE ERMETO;PA;PROF2180900023;28/01/2019;EUR;9,60;;701010172;;RGLT SENIOR AEROSPACE ERM;28/01/2019;A;T
213227;SENIOR AEROSPACE ERMETO;PA;PROF2180900023;28/01/2019;EUR;1 080,00;;701010172;;RGLT SENIOR AEROSPACE ERM;28/01/2019;A;T
213227;SENIOR AEROSPACE ERMETO;PA;PROF 2190100414;19/02/2019;EUR;1 080,00;;701010353;;REGLT SENIOR AEROSPACE;19/02/2019;A;T
213227;SENIOR AEROSPACE ERMETO;PA;PROF 2190100414;19/02/2019;EUR;24,00;;701010353;;REGLT SENIOR AEROSPACE;19/02/2019;A;T
213227;SENIOR AEROSPACE ERMETO;PA;PROF 2190100414;19/02/2019;EUR;600,00;;701010353;;REGLT SENIOR AEROSPACE;19/02/2019;A;T
213227;SENIOR AEROSPACE ERMETO;PA;PROF 2190100414;19/02/2019;EUR;600,00;;701010353;;REGLT SENIOR AEROSPACE;19/02/2019;A;T
213227;SENIOR AEROSPACE ERMETO;PA;PROF 2190100414;19/02/2019;EUR;120,00;;701010353;;REGLT SENIOR AEROSPACE;19/02/2019;A;T
213227;SENIOR AEROSPACE ERMETO;PA;PROF 2190100414;19/02/2019;EUR;120,00;;701010353;;REGLT SENIOR AEROSPACE;19/02/2019;A;T
213227;SENIOR AEROSPACE ERMETO;PA;PROF 2190200190;12/03/2019;EUR;510,00;;701010476;;REGLT SENIOR AERO;12/03/2019;A;T
213227;SENIOR AEROSPACE ERMETO;PA;PROF 2180900030;08/04/2019;EUR;12,00;;701010808;;REGLT SENIOR AERO;08/04/2019;A;T
213227;SENIOR AEROSPACE ERMETO;PA;PROF 2180900030;08/04/2019;EUR;5 924,64;;701010808;;REGLT SENIOR AERO;08/04/2019;A;T
213227;SENIOR AEROSPACE ERMETO;PA;PROF 2190200080;15/04/2019;EUR;36,00;;701010868;;REGLT SENIOR AERO;15/04/2019;A;T
213227;SENIOR AEROSPACE ERMETO;PA;PROF 2190200080;15/04/2019;EUR;7 112,16;;701010868;;REGLT SENIOR AERO;15/04/2019;A;T
213227;SENIOR AEROSPACE ERMETO;PA;PROF 2190200080;15/04/2019;EUR;933,60;;701010868;;REGLT SENIOR AERO;15/04/2019;A;T
213227;SENIOR AEROSPACE ERMETO;PA;PROF 2190200080;15/04/2019;EUR;120,00;;701010868;;REGLT SENIOR AERO;15/04/2019;A;T
213227;SENIOR AEROSPACE ERMETO;PA;PROF 2190200080;15/04/2019;EUR;403,92;;701010868;;REGLT SENIOR AERO;15/04/2019;A;T
213227;SENIOR AEROSPACE ERMETO;PA;PROF 2190200080;15/04/2019;EUR;420,00;;701010868;;REGLT SENIOR AERO;15/04/2019;A;T
213227;SENIOR AEROSPACE ERMETO;PA;PROF 2190100421;26/04/2019;EUR;9,60;;701010921;;REGLT SENIOR AERO;26/04/2019;A;T
213227;SENIOR AEROSPACE ERMETO;PA;PROF 2190100421;26/04/2019;EUR;144,00;;701010921;;REGLT SENIOR AERO;26/04/2019;A;T
213227;SENIOR AEROSPACE ERMETO;PA;PROF 2190100421;26/04/2019;EUR;2 110,68;;701010921;;REGLT SENIOR AERO;26/04/2019;A;T
213227;SENIOR AEROSPACE ERMETO;PA;PROF 2180900025;26/04/2019;EUR;12,00;;701010922;;REGLT SENIOR AERO;26/04/2019;A;T
213227;SENIOR AEROSPACE ERMETO;PA;PROF 2180900025;26/04/2019;EUR;385,50;;701010922;;REGLT SENIOR AERO;26/04/2019;A;T
213228;SEPHAT;PA;PROF OPC07619;26/04/2019;EUR;402,00;;701010927;;REGLT SEPHAT;26/04/2019;A;T
213228;SEPHAT;PA;PROF OPC07619;26/04/2019;EUR;36,00;;701010927;;REGLT SEPHAT;26/04/2019;A;T
213228;SEPHAT;PA;PROF OPC07619;26/04/2019;EUR;16,80;;701010927;;REGLT SEPHAT;26/04/2019;A;T
213229;SERIGA SARL;KA;34007;26/03/2019;EUR;-445,44;;601011403;;;31/05/2019;;T
213231;SERTIP;KA;19E064222-LTG;12/03/2019;EUR;-206,64;;601011405;;RETOUR PCES;15/05/2019;R;T
213232;SERTO;KA;92069797-PROF;16/04/2019;EUR;-422,16;;601011830;;;16/04/2019;;T
213232;SERTO;PA;PROF 92068729;15/04/2019;EUR;401,76;;701010866;;REGLT SERTO;15/04/2019;A;T
213232;SERTO;PA;PROF 92068729;15/04/2019;EUR;20,40;;701010866;;REGLT SERTO;15/04/2019;A;T
213232;SERTO;PA;PROF 92068203;26/04/2019;EUR;2 302,69;;701010923;;REGLT SERTO;26/04/2019;A;T
213236;SES STERLING SA;KA;90100747-PROF;10/01/2019;EUR;-780,14;;601010431;;PROF01591059;10/01/2019;;T
213236;SES STERLING SA;KA;90401420-PROF;15/04/2019;EUR;-54,97;;601011829;;;15/04/2019;;T
213236;SES STERLING SA;KA;90402615-PROF;30/04/2019;EUR;-126,94;;601011975;;PROF01595782;30/04/2019;;T
213236;SES STERLING SA;PA;PROF 01591059;27/12/2018;EUR;55,20;;701002740;;REGLT SES STERLING;27/12/2018;A;T
213236;SES STERLING SA;PA;PROF 01591059;27/12/2018;EUR;57,72;;701002740;;REGLT SES STERLING;27/12/2018;A;T
213236;SES STERLING SA;PA;PROF 01591059;27/12/2018;EUR;7,82;;701002740;;REGLT SES STERLING;27/12/2018;A;T
213236;SES STERLING SA;PA;PROF 01591059;27/12/2018;EUR;326,40;;701002740;;REGLT SES STERLING;27/12/2018;A;T
213236;SES STERLING SA;PA;PROF 01591059;27/12/2018;EUR;333,00;;701002740;;REGLT SES STERLING;27/12/2018;A;T
213236;SES STERLING SA;PA;PROF 01591059;27/12/2018;EUR;16,63;;701002740;;REGLT SES STERLING;27/12/2018;A;T
213236;SES STERLING SA;PA;PROF 01591059;27/12/2018;EUR;4,60;;701002740;;REGLT SES STERLING;27/12/2018;A;T
213236;SES STERLING SA;PA;PROF 01612279;27/12/2018;EUR;35,52;;701002745;;REGLT SES STERLING;27/12/2018;A;T
213236;SES STERLING SA;PA;PROF 01612279;27/12/2018;EUR;6,00;;701002745;;REGLT SES STERLING;27/12/2018;A;T
213236;SES STERLING SA;PA;PROF 01612279;27/12/2018;EUR;12,25;;701002745;;REGLT SES STERLING;27/12/2018;A;T
213236;SES STERLING SA;PA;PROF 01612279;27/12/2018;EUR;1,20;;701002745;;REGLT SES STERLING;27/12/2018;A;T
213236;SES STERLING SA;PA;PROF 01595782;26/04/2019;EUR;107,76;;701010924;;REGLT SES STERLING;26/04/2019;A;T
213236;SES STERLING SA;PA;PROF 01595782;26/04/2019;EUR;15,95;;701010924;;REGLT SES STERLING;26/04/2019;A;T
213236;SES STERLING SA;PA;PROF 01595782;26/04/2019;EUR;3,23;;701010924;;REGLT SES STERLING;26/04/2019;A;T
213240;SHUR-LOK INTERNATIONAL S.A.;KE;19-1069;24/04/2019;EUR;-3 334,12;;602010229;;;24/05/2019;;T
213240;SHUR-LOK INTERNATIONAL S.A.;KE;19-1082;25/04/2019;EUR;-1 052,88;;602010230;;;25/05/2019;;T
213241;SHUXING;KA;116032-LTG;02/08/2018;EUR;-231,42;;601006783;;FB01 CCAV REGLT AVT LIVR;02/08/2018;;T
213241;SHUXING;KA;116056-LTG;21/09/2018;EUR;-56,22;;601006784;;FB01 CCAV REGLT AVT LIVR;21/09/2018;;T
213241;SHUXING;KA;116063-LTG;27/09/2018;EUR;-231,42;;601006785;;FB01 CCAV REGLT AVT LIVR;27/09/2018;;T
213241;SHUXING;KA;116064-LTG;27/09/2018;EUR;-95,26;;601006786;;FB01 CCAV REGLT AVT LIVR;30/11/2018;;T
213241;SHUXING;KA;116032-EXT;02/01/2019;EUR;231,42;;601010007;;EXTOURNE FB01 CCAV;02/01/2019;;T
213241;SHUXING;KA;116056;02/01/2019;EUR;56,22;;601010008;;EXTOURNE FB01 CCAV;02/01/2019;;T
213241;SHUXING;KA;116063;02/01/2019;EUR;231,42;;601010009;;EXTOURNE FB01 CCAV;02/01/2019;;T
213241;SHUXING;KA;116064-EXT;02/01/2019;EUR;95,26;;601010010;;EXTOURNE FB01 CCAV;02/01/2019;;T
213243;STELIAU;KB;A1900024/1804282;15/01/2019;EUR;360,00;;601010499;;AVOIR/EMBALLAGE;15/01/2019;;T
213243;STELIAU;PA;PROF CS801287;14/01/2019;EUR;8 232,00;;701010024;;REGLT STELIAU;14/01/2019;A;T
213243;STELIAU;PA;PROF C1801252;14/01/2019;EUR;10 080,00;;701010025;;REGLT STELIAU;14/01/2019;A;T
213243;STELIAU;PA;PROF C1802682;18/02/2019;EUR;5 064,00;;701010313;;REGLT STELIAU;18/02/2019;A;T
213248;SIS INDUSTRIE;KA;40997-PROF;31/07/2018;EUR;-1 008,12;;601004063;;PROF11481;31/07/2018;;T
213248;SIS INDUSTRIE;KA;40996-PROF;31/07/2018;EUR;-764,28;;601004064;;PROF11498;31/07/2018;;T
213248;SIS INDUSTRIE;PA;PROF11481;31/07/2018;EUR;1 240,00;;701001382;;REGLT SIS INDUSTRIE;31/07/2018;A;T
213248;SIS INDUSTRIE;PA;PROF11498;09/08/2018;EUR;792,00;;701001432;;REGLT SIS INDUSTRIE;09/08/2018;A;T
213250;SMALLEY STEEL RING;KC;1770943;01/03/2019;USD;-1 512,00;;601011556;;;31/05/2019;;T
213250;SMALLEY STEEL RING;KC;1771663;05/03/2019;USD;-1 435,00;;601011557;;;31/05/2019;;T
213250;SMALLEY STEEL RING;KC;1772824;08/03/2019;USD;-1 155,00;;601011558;;;31/05/2019;;T
213250;SMALLEY STEEL RING;KC;1773714;13/03/2019;USD;-170,00;;601011559;;;31/05/2019;;T
213250;SMALLEY STEEL RING;KC;1773715;13/03/2019;USD;-162,20;;601011560;;;31/05/2019;;T
213250;SMALLEY STEEL RING;KC;1773886;13/03/2019;USD;-444,00;;601011561;;;31/05/2019;;T
213250;SMALLEY STEEL RING;KC;1775113;18/03/2019;USD;-939,00;;601011562;;;31/05/2019;;T
213250;SMALLEY STEEL RING;KC;1779153;02/04/2019;USD;-100,50;;601011686;;;30/06/2019;;T
213250;SMALLEY STEEL RING;KC;1779472;02/04/2019;USD;-1 354,30;;601011691;;;30/06/2019;;T
213250;SMALLEY STEEL RING;KC;1782259;11/04/2019;USD;-845,00;;601011692;;;30/06/2019;;T
213250;SMALLEY STEEL RING;KC;1782647;12/04/2019;USD;-3 450,00;;601011693;;;30/06/2019;;T
213250;SMALLEY STEEL RING;KC;1782648;12/04/2019;USD;-2 172,50;;601011694;;;30/06/2019;;T
213250;SMALLEY STEEL RING;KC;1782649;12/04/2019;USD;-1 030,00;;601011695;;;30/06/2019;;T
213250;SMALLEY STEEL RING;KC;1782650;12/04/2019;USD;-230,10;;601011696;;;30/06/2019;;T
213250;SMALLEY STEEL RING;KC;1783882;18/04/2019;USD;-744,50;;601011882;;;30/06/2019;;T
